Time,Temperature,Change in Length
210.00021362,210.01893616,17.35684586
211.05014038,210.85946655,17.44414902
212.10028076,212.17564392,17.56691742
213.15093994,213.10189819,17.61875534
214.20057678,214.07940674,17.72515488
215.25041199,215.17733765,17.83974075
216.30026245,216.41484070,17.90521622
217.35104370,217.30059814,18.05799484
218.40054321,218.42475891,18.08800507
219.45043945,219.53808594,18.25715637
220.50117493,220.51747131,18.33900070
221.55078125,221.56045532,18.46449661
222.60034180,222.42253113,18.54634476
223.65026855,223.65682983,18.64183044
224.70011902,224.50003052,18.78642654
225.75105286,225.91236877,18.88737106
226.80050659,226.87692261,18.94193268
227.85008240,227.84808350,19.09744263
228.90003967,228.91308594,19.17383194
229.95104980,229.93977356,19.28295898
231.00082397,230.96450806,19.36480713
232.05043030,232.16255188,19.51758575
233.10029602,232.96110535,19.59670258
234.15014648,234.28306580,19.71947479
235.20115662,235.15829468,19.78767776
236.25068665,236.26591492,19.91590500
237.30049133,237.34716797,19.96773911
238.35018921,238.26895142,20.11779022
239.40115356,239.33464050,20.19963837
240.45066833,240.30696106,20.31149292
241.50091553,241.38839722,20.42335129
242.55006409,242.53530884,20.51065445
243.60099792,243.59367371,20.63615036
244.65087891,244.73190308,20.74254990
245.70040894,245.63410950,20.81348419
246.75024414,246.83563232,20.95534897
247.80003357,247.71350098,21.03446960
248.85086060,248.73930359,21.20088959
249.90055847,249.85298157,21.30183411
250.95117188,251.03169250,21.39731979
252.00079346,251.91658020,21.43005753
253.05046082,253.09230042,21.58283615
254.10021973,253.94480896,21.67013931
255.15028381,255.40586853,21.80109406
256.20016479,256.08651733,21.85020065
257.25106812,257.49719238,22.05754471
258.30078125,258.07107544,22.10119629
259.35055542,259.50570679,22.22669601
260.40017700,260.30795288,22.30035782
261.45013428,261.58609009,22.43130875
262.50079346,262.41638184,22.54316711
263.55062866,263.79852295,22.67684937
264.60043335,264.50305176,22.79416275
265.65054321,265.70953369,22.84599686
266.70043945,266.70452881,22.88146591
267.75018311,267.74221802,23.02333069
268.80084229,268.77035522,23.14064407
269.85061646,269.97390747,23.24977112
270.90066528,270.85394287,23.37253952
271.95043945,272.09927368,23.52804947
273.00067139,273.01879883,23.57988358
274.05035400,274.15191650,23.72720718
275.10083008,275.10006714,23.76540375
276.15057373,276.15988159,23.92363739
277.20062256,277.13705444,23.96183395
278.25042725,278.30624390,24.15280914
279.30108643,279.28009033,24.21555710
280.35070801,280.48822021,24.32741165
281.40042114,281.32928467,24.41198730
282.45010376,282.51452637,24.53475571
283.50091553,283.48739624,24.64115524
284.55087280,284.52590942,24.72027588
285.60049438,285.57400513,24.82122040
286.65066528,286.76089478,24.97672653
287.70089722,287.60968018,25.04766083
288.75070190,288.73297119,25.17042923
289.80044556,289.86221313,25.24954605
290.85028076,290.82427979,25.37777328
291.90054321,291.88110352,25.45689011
292.95071411,292.98126221,25.60966873
294.00033569,293.89968872,25.71061325
295.05108643,294.96752930,25.78700256
296.10043335,296.32546997,25.90158844
297.15081787,297.12979126,26.01890182
298.20050049,298.29699707,26.10074615
299.25027466,299.25625610,26.21533203
300.30072021,300.23410034,26.34355927
301.35031128,301.35855103,26.48269653
302.40097046,302.38961792,26.55363083
303.45062256,303.42623901,26.69822311
304.50042725,304.52954102,26.76097488
305.55001831,305.48040771,26.85100555
306.60116577,306.58056641,26.94376373
307.65081787,307.67117310,27.10199738
308.70043945,308.66210938,27.15110779
309.75115967,309.68582153,27.30115891
310.80078125,310.83886719,27.39391708
311.85003662,311.77755737,27.53851318
312.90090942,312.94699097,27.68856430
313.95065308,313.94305420,27.70493317
315.00033569,314.96475220,27.85498428
316.05044556,316.01013184,27.92591858
317.10119629,317.07839966,28.04595947
318.15078735,318.20886230,28.14963150
319.20062256,319.24938965,28.25875854
320.25009155,320.18701172,28.34878922
321.30099487,321.27151489,28.56704712
322.35055542,322.25711060,28.56158829
323.40017700,323.35455322,28.68435669
324.45010376,324.31668091,28.82622528
325.50091553,325.41873169,28.93807983
326.55075073,326.51052856,29.01174164
327.60104370,327.47772217,29.14542389
328.65097046,328.56930542,29.26546478
329.70098877,329.69851685,29.34185791
330.75051880,330.98168945,29.43734360
331.80044556,331.84149170,29.55738449
332.85043335,332.82470703,29.66923904
333.90020752,333.95382690,29.74563217
334.95007324,334.90316772,29.87658310
336.00021362,336.17266846,29.99389648
337.05014038,336.98229980,30.10029602
338.10000610,338.21737671,30.17123032
339.15081787,339.07962036,30.29945755
340.20059204,340.19677734,30.39494324
341.25115967,341.21643066,30.53135300
342.30062866,342.37707520,30.60228729
343.35058594,343.20410156,30.69504547
344.40014648,344.52825928,30.85601044
345.45098877,345.40417480,30.93239975
346.50033569,346.64343262,31.08790588
347.55078125,347.52334595,31.15611267
348.60049438,348.52499390,31.31161880
349.65118408,349.63757324,31.37163925
350.70065308,350.64044189,31.49713898
351.75021362,351.63815308,31.58444214
352.80075073,352.77450562,31.72357941
353.85015869,354.00988770,31.80815506
354.90087891,354.85412598,31.90909576
355.95019531,355.90524292,32.02368164
357.00109863,356.96322632,32.14917755
358.05059814,358.05297852,32.23375320
359.10018921,359.15127563,32.38380432
360.15011597,360.28469849,32.41927338
361.20004272,361.11248779,32.53658295
362.25094604,362.21127319,32.66208267
363.30072021,363.35235596,32.79576492
364.35018921,364.45404053,32.99219513
365.40026855,365.21087646,33.01401901
366.45028687,366.41033936,33.12314987
367.50094604,367.44329834,33.23227692
368.55056763,368.63488770,33.35777283
369.60012817,369.44271851,33.50509644
370.64999390,370.68826294,33.53510666
371.70111084,371.72430420,33.63877869
372.75054932,372.75823975,33.77791977
373.80032349,373.74645996,33.87067795
374.85110474,374.96151733,33.97980499
375.90075684,375.96060181,34.08347702
376.95019531,376.99942017,34.18987656
378.00012207,377.91116333,34.29354858
379.05007935,378.95312500,34.44632721
380.10076904,380.09100342,34.56364059
381.15042114,381.21087646,34.63184738
382.20120239,382.24600220,34.72460556
383.25115967,383.14752197,34.85283279
384.30068970,384.56820679,34.98105621
385.35046387,385.14898682,35.11473846
386.40008545,386.47552490,35.16111755
387.45071411,387.62460327,35.25660706
388.50033569,388.59436035,35.42029953
389.55096436,389.46218872,35.50214386
390.60046387,390.80639648,35.64128494
391.65005493,391.71557617,35.73677063
392.70065308,392.66384888,35.82680130
393.75012207,393.91845703,35.94684219
394.80084229,394.63400269,36.03687286
395.85037231,395.99688721,36.16782761
396.90032959,396.93487549,36.28514099
397.95117188,397.95037842,36.38335419
399.00073242,399.03390503,36.51158142
400.05059814,400.11798096,36.63434982
401.10061646,401.01876831,36.73256683
402.15066528,402.29000854,36.86624908
403.20053101,403.08724976,36.93991089
404.25067139,404.43664551,37.08723068
405.30056763,405.24401855,37.18544769
406.35015869,406.41247559,37.28366470
407.40115356,407.44747925,37.40097427
408.45062256,408.53921509,37.52374649
409.50109863,409.45376587,37.60286331
410.55111694,410.45922852,37.70653534
411.60086060,411.69940186,37.88659668
412.65023804,412.63562012,37.94116211
413.70001221,413.88131714,38.10212326
414.75061035,414.72293091,38.14850616
415.80044556,415.84744263,38.28764343
416.85113525,416.66983032,38.33129501
417.90069580,417.98324585,38.51135635
418.95046997,418.81533813,38.58501816
420.00036621,419.88912964,38.68869019
421.05087280,421.13293457,38.85783768
422.10083008,422.23330688,38.95059586
423.15075684,423.24240112,39.01607513
424.20053101,424.45822144,39.15521240
425.25051880,425.28729248,39.25888443
426.30017090,426.30099487,39.33527374
427.35000610,427.29489136,39.50442123
428.40087891,428.37878418,39.60263824
429.45095825,429.43518066,39.74177551
430.50076294,430.58187866,39.83999252
431.55044556,431.47332764,39.93820953
432.60003662,432.69503784,40.06370544
433.65115356,433.67355347,40.22467041
434.70013428,434.63482666,40.29014587
435.75109863,435.87695313,40.42110062
436.80047607,436.71624756,40.51113129
437.85034180,437.82452393,40.61480331
438.90011597,438.89871216,40.70483398
439.95089722,439.93957520,40.84943008
441.00027466,440.92654419,40.96947098
442.05007935,441.96765137,41.08132553
443.10116577,443.17416382,41.18772507
444.15093994,444.05944824,41.24501801
445.20056152,445.26440430,41.37870026
446.25033569,446.22702026,41.47145844
447.30065918,447.38702393,41.59968567
448.35055542,448.11242676,41.73609543
449.40026855,449.31469727,41.80430222
450.45098877,450.50018311,41.92434311
451.50091553,451.51602173,42.01710129
452.55038452,452.58383179,42.14259720
453.60003662,453.62988281,42.29810715
454.65075684,454.76586914,42.37176895
455.70086670,455.68939209,42.49180984
456.75057983,456.67938232,42.62549210
457.80026245,457.83544922,42.72370529
458.85116577,458.92898560,42.82192230
459.90063477,460.02005005,42.93377686
460.95040894,461.03863525,43.06745911
462.00003052,462.06161499,43.14657974
463.05075073,462.90432739,43.28844452
464.10046387,463.99627686,43.37847519
465.15005493,465.18304443,43.49306107
466.20101929,466.20767212,43.61037445
467.25097656,467.32998657,43.73859787
468.30041504,468.16348267,43.82317352
469.35006714,469.55145264,43.93502808
470.40090942,470.32739258,44.07416916
471.45068359,471.44009399,44.15874100
472.50012207,472.51605225,44.31970596
473.55099487,473.43023682,44.39609528
474.60067749,474.75259399,44.53250504
475.65051270,475.81283569,44.65527725
476.70028687,476.59094238,44.77804565
477.75085449,477.76132202,44.86262131
478.80062866,478.76638794,44.91991043
479.85025024,479.69396973,45.07542038
480.90109253,480.96932983,45.17363358
481.95077515,481.94186401,45.31277466
483.00039673,482.91906738,45.38916397
484.05038452,484.04067993,45.52011871
485.10037231,484.93395996,45.63197327
486.15118408,486.09616089,45.75201416
487.20083618,487.34133911,45.85023117
488.25061035,488.11425781,45.94571686
489.30090332,489.21588135,46.07394409
490.35058594,490.36712646,46.22945023
491.40084839,491.44107056,46.35767746
492.45059204,492.35488892,46.41769791
493.50009155,493.49969482,46.56502151
494.55105591,494.57635498,46.68506241
495.60089111,495.66851807,46.82147217
496.65014648,496.70578003,46.85420990
497.70004272,497.70349121,46.99880600
498.75082397,498.76391602,47.12430191
499.80023193,499.80740356,47.27708054
500.85116577,500.86013794,47.33710098
501.90060425,501.97311401,47.42713547
502.95117188,502.92987061,47.59628296
504.00057983,504.04428101,47.66175842
505.05108643,504.98263550,47.76815796
506.10070801,506.05209351,47.88547134
507.15039063,507.05819702,47.99460220
508.19998169,508.12326050,48.13919449
509.25067139,509.33325195,48.22922516
510.30017090,510.30697632,48.31380081
511.35101318,511.54647827,48.45566559
512.40069580,512.43029785,48.53478622
513.45043945,513.48004150,48.70120621
514.50030518,514.50714111,48.78850937
515.55102539,515.60748291,48.90036392
516.60046387,516.60382080,48.99585342
517.65112305,517.60235596,49.12407684
518.70056152,518.57501221,49.21683502
519.75018311,519.79382324,49.33687973
520.80004883,520.90399170,49.49238586
521.85070801,521.67492676,49.54695129
522.90020752,522.94989014,49.69700241
523.95111084,523.99810791,49.78703308
525.00091553,525.12426758,49.94526672
526.05108643,525.96301270,50.04893875
527.10003662,527.08856201,50.12805939
528.15057373,528.09600830,50.26174164
529.20007324,529.22247314,50.37359619
530.25097656,530.30371094,50.50455093
531.30047607,531.24896240,50.60003662
532.35119629,532.39080811,50.76645660
533.40081787,533.39953613,50.79919815
534.45013428,534.54730225,50.91650772
535.50109863,535.37835693,51.01745224
536.55090332,536.63458252,51.14840698
537.60107422,537.57403564,51.27936172
538.65100098,538.60705566,51.33119583
539.70104980,539.77398682,51.49761581
540.75085449,540.84155273,51.59310532
541.80029297,541.97406006,51.70495987
542.85028076,542.90661621,51.80590439
543.90112305,543.98272705,51.95050049
544.95098877,544.89465332,52.05417252
546.00036621,545.84191895,52.16057205
547.05004883,547.06683350,52.28334045
548.10064697,548.17523193,52.40338135
549.15063477,549.17016602,52.50978088
550.20056152,550.21490479,52.57798767
551.25048828,551.20275879,52.74713516
552.29998779,552.29785156,52.81806946
553.35107422,553.51837158,52.95720673
554.40032959,554.43420410,53.10725784
555.45068359,555.38250732,53.16455078
556.50054932,556.66400146,53.31732941
557.55017090,557.52343750,53.42918777
558.60089111,558.57556152,53.52740097
559.65008545,559.79180908,53.65835571
560.70013428,560.75335693,53.78931046
561.75103760,561.86346436,53.81386566
562.80114746,562.77496338,53.92299271
563.85107422,563.77301025,54.08395767
564.90069580,564.98724365,54.20672607
565.95050049,565.87634277,54.34586334
567.00018311,566.99023438,54.44408035
568.05004883,568.01940918,54.55320740
569.10095215,569.03173828,54.63505554
570.15069580,570.25170898,54.76873779
571.20050049,571.17108154,54.91605759
572.25024414,572.38824463,55.00336075
573.30004883,573.34759521,55.10703278
574.35101318,574.23431396,55.23253250
575.40081787,575.36724854,55.34711456
576.45086670,576.45880127,55.43169022
577.50061035,577.43603516,55.55173111
578.55059814,578.56610107,55.65267563
579.60021973,579.55981445,55.76453018
580.65093994,580.76934814,55.89275742
581.70050049,581.69824219,56.01279831
582.75109863,582.75531006,56.10828400
583.80078125,583.89843750,56.23378372
584.85046387,584.89001465,56.34563828
585.90118408,585.72546387,56.45749664
586.95117188,586.96185303,56.57481003
588.00006104,588.12872314,56.63483047
589.05114746,589.25750732,56.79306412
590.10101318,590.25799561,56.95948410
591.15075684,591.10571289,57.04951477
592.20098877,592.26690674,57.13681793
593.25091553,593.19622803,57.28686905
594.30059814,594.19891357,57.41236877
595.35034180,595.39129639,57.46966171
596.40045166,596.37365723,57.61971283
597.45037842,597.35479736,57.74793625
598.50103760,598.53594971,57.84888077
599.55078125,599.35900879,57.91708755
600.60070801,600.49310303,58.05895233
601.65020752,601.70727539,58.12443161
602.70001221,602.74188232,58.31267548
603.75109863,603.66265869,58.41907501
604.80084229,604.73583984,58.49546432
605.85070801,605.93420410,58.62096405
606.90075684,607.04229736,58.75464630
607.95056152,607.89880371,58.87741470
609.00061035,608.96795654,59.00018311
610.05108643,610.18328857,59.08203125
611.10064697,611.21398926,59.21571350
612.15032959,612.37463379,59.33302689
613.20019531,613.19763184,59.44488144
614.25097656,614.12066650,59.55946732
615.30059814,615.31994629,59.71224594
616.35021973,616.38702393,59.79136276
617.40093994,617.30822754,59.91686249
618.45056152,618.43383789,60.03963089
619.50030518,619.46612549,60.13511658
620.55108643,620.56048584,60.23606110
621.60040283,621.54461670,60.35882950
622.65069580,622.74255371,60.48705673
623.70013428,623.65832520,60.60709763
624.75103760,624.64691162,60.71076965
625.80102539,625.82775879,60.81716919
626.85101318,626.86285400,60.93175507
627.90087891,627.81646729,61.04360962
628.95043945,629.05480957,61.16092300
630.00085449,630.09149170,61.27823639
631.05035400,631.09313965,61.40373230
632.10095215,632.06860352,61.51559067
633.15051270,633.35424805,61.60834885
634.20007324,633.98400879,61.71474838
635.25085449,635.40924072,61.87025833
636.30084229,636.27587891,61.97665787
637.35058594,637.20355225,62.11852264
638.40026855,638.37597656,62.19218445
639.45007324,639.58056641,62.30949783
640.50091553,640.49127197,62.42408371
641.55059814,641.59252930,62.53321075
642.60040283,642.69842529,62.65870667
643.65020752,643.57446289,62.75965118
644.70111084,644.81787109,62.92061996
645.75079346,645.78015137,63.02974319
646.80065918,646.78118896,63.10340500
647.85113525,647.84716797,63.23708725
648.90075684,648.94213867,63.32984543
649.95056152,649.92059326,63.44988632
651.00006104,650.95092773,63.57538223
652.05114746,652.10943604,63.70360947
653.10070801,652.93682861,63.82365417
654.15081787,654.24945068,63.97370911
655.20037842,655.21325684,64.06646729
656.25018311,656.29559326,64.18650818
657.30065918,657.36822510,64.32019043
658.35021973,658.21716309,64.40749359
659.40112305,659.40521240,64.52207947
660.45098877,660.47930908,64.65848541
661.50061035,661.52972412,64.75397491
662.55035400,662.49902344,64.90948486
663.60101318,663.52954102,65.00496674
664.65075684,664.58526611,65.13864899
665.70068359,665.84997559,65.23413849
666.75036621,666.76062012,65.34326935
667.80010986,667.77478027,65.46057892
668.85107422,668.71051025,65.62154388
669.90112305,669.78277588,65.72794342
670.95074463,670.85491943,65.78250885
672.00024414,672.01934814,65.93528748
673.05023193,672.89996338,66.06623840
674.10095215,674.15594482,66.14263153
675.15081787,675.07037354,66.30905151
676.20062256,676.32800293,66.41545105
677.25054932,677.10583496,66.54640961
678.30096436,678.32214355,66.65007782
679.35070801,679.48132324,66.80285645
680.40020752,680.39929199,66.90106964
681.45117188,681.43426514,67.00746918
682.50115967,682.42047119,67.06476593
683.55084229,683.59606934,67.22027588
684.60009766,684.66790771,67.35122681
685.65106201,685.59356689,67.41670227
686.70068359,686.81530762,67.54219818
687.75024414,687.75720215,67.71134949
688.80096436,688.99609375,67.83957672
689.85076904,689.75701904,67.92960358
690.90032959,690.83306885,68.03600311
691.95007324,691.86175537,68.20515442
693.00061035,692.95794678,68.31155396
694.05114746,694.08721924,68.42068481
695.10076904,695.13177490,68.52162933
696.15069580,696.26959229,68.64712524
697.20013428,697.16406250,68.75352478
698.25085449,698.24468994,68.90084839
699.30053711,699.34118652,68.97723389
700.35034180,700.35461426,69.10819244
701.40112305,701.50408936,69.27188110
702.45098877,702.46313477,69.37828064
703.50091553,703.50512695,69.45740509
704.55102539,704.66656494,69.58835602
705.60095215,705.55157471,69.71112823
706.65069580,706.66473389,69.79843140
707.70050049,707.77172852,69.92665100
708.75109863,708.68865967,70.07397461
709.80072021,709.86517334,70.19401550
710.85003662,710.84246826,70.28404999
711.90057373,711.84588623,70.37407684
712.95050049,713.05517578,70.52685547
714.00030518,713.96520996,70.64689636
715.05035400,715.01702881,70.76148224
716.10009766,716.07458496,70.85970306
717.15100098,717.11785889,71.03157806
718.20043945,718.15698242,71.10796356
719.25036621,719.06585693,71.25256348
720.30102539,720.32128906,71.32349396
721.35058594,721.33282471,71.42170715
722.40032959,722.42504883,71.59904480
723.45117188,723.41790771,71.71089935
724.50061035,724.56799316,71.85276794
725.55035400,725.50140381,71.92097473
726.60113525,726.62158203,72.08193970
727.65063477,727.70129395,72.18287659
728.70037842,728.64935303,72.27291107
729.75048828,729.77520752,72.45842743
730.80010986,730.76696777,72.53755188
731.85021973,731.91265869,72.69577789
732.90020752,732.91510010,72.79126740
733.95098877,733.87591553,72.88948822
735.00091553,734.92480469,73.04226685
736.05023193,735.97259521,73.15411377
737.10101318,736.98217773,73.28780365
738.15051270,738.16125488,73.42693329
739.20050049,739.11480713,73.47332001
740.25030518,740.26190186,73.60700989
741.30017090,741.24542236,73.75431824
742.35015869,742.30804443,73.86072540
743.40093994,743.47863770,73.95348358
744.45068359,744.46838379,74.08989716
745.50024414,745.42791748,74.20174408
746.54998779,746.38336182,74.29451752
747.60113525,747.72705078,74.47184753
748.65087891,748.56848145,74.54277802
749.70092773,749.66455078,74.67919159
750.75115967,750.70794678,74.82924652
751.80108643,751.78967285,74.96292114
752.85076904,752.93627930,75.03112030
753.90087891,754.02038574,75.18117523
754.95074463,754.84155273,75.30121613
756.00067139,755.92156982,75.41034698
757.05004883,757.08325195,75.56312561
758.10101318,758.15142822,75.66680145
759.15075684,759.15832520,75.76501465
760.20062256,760.14178467,75.89870453
761.25024414,761.22814941,76.00509644
762.30114746,762.25311279,76.10330963
763.35101318,763.32263184,76.25882721
764.40118408,764.38781738,76.35704041
765.45117188,765.35656738,76.47708130
766.50103760,766.53198242,76.61347961
767.55084229,767.55944824,76.75262451
768.60040283,768.53552246,76.85903168
769.65106201,769.67456055,76.92723083
770.70092773,770.77868652,77.10456085
771.75054932,771.64282227,77.23824310
772.80017090,772.83300781,77.39102173
773.85052490,773.79345703,77.45376587
774.90106201,775.02862549,77.58200073
775.95074463,775.90716553,77.68840790
777.00073242,777.04077148,77.80570984
778.05084229,778.10784912,77.95848846
779.10009766,779.27716064,78.08399200
780.15063477,779.97821045,78.23677063
781.20086670,781.11785889,78.33226013
782.25073242,782.39300537,78.44683838
783.30029297,783.26202393,78.56961060
784.35089111,784.32836914,78.63781738
785.40069580,785.55328369,78.80696106
786.45037842,786.32202148,78.89972687
787.50054932,787.37561035,79.00885773
788.55017090,788.49951172,79.18891144
789.59997559,789.57501221,79.27620697
790.65106201,790.66802979,79.39080811
791.70068359,791.56506348,79.55176544
792.75091553,792.68530273,79.62541962
793.80096436,793.74841309,79.71272278
794.85058594,794.80334473,79.89279938
795.90032959,795.80541992,79.96645355
796.95031738,796.96514893,80.10013580
798.00048828,797.87768555,80.20108032
799.05059814,799.06182861,80.37568665
800.10064697,800.13305664,80.50936127
801.15075684,801.12652588,80.62122345
802.20068359,802.11700439,80.74399567
803.25085449,803.20458984,80.84765625
804.30047607,804.25927734,80.98407745
805.35028076,805.28320313,81.06864929
806.40069580,806.38311768,81.20233154
807.45104980,807.50762939,81.35783386
808.50036621,808.44836426,81.48606873
809.55017090,809.58135986,81.57064056
810.60003662,810.57788086,81.71795654
811.65075684,811.70507813,81.85982513
