Time,Temperature,Change in Length
370.8259888,385.8484802,44.40155792
371.8513184,386.8330383,44.55433655
372.87677,387.7099915,44.68255997
373.9006958,388.9429627,44.82988358
374.9260254,389.7953491,45.02085876
375.9517212,390.9221802,45.14635849
376.9756165,392.0895996,45.28276825
378.0011597,392.8485107,45.4164505
379.0262756,394.1230774,45.52012253
380.0505676,395.0218506,45.67835617
381.0758057,396.0722046,45.82567978
382.1013184,396.923645,45.99482727
383.1265869,398.0105286,46.10668564
384.1508179,399.1026917,46.2649231
385.1760254,400.1247864,46.40678787
386.2013245,401.2726746,46.55138397
387.2264099,402.1891785,46.6823349
388.2507019,403.1798706,46.81328964
389.2761841,404.3197327,47.01517868
390.3015137,405.576294,47.10793686
391.3267517,406.517334,47.20615387
392.350708,407.3764648,47.38075638
393.3760986,408.2979431,47.52535248
394.4007568,409.5967407,47.69177246
395.4263611,410.383667,47.82545471
396.4507446,411.3241272,47.95640945
397.4761658,412.4933777,48.04098511
398.5016785,413.4931641,48.23468781
399.5259705,414.5837708,48.36563873
400.5515442,415.5147705,48.45294189
401.5759277,416.7402954,48.69029617
402.6016235,417.6628418,48.75577164
403.6257324,418.5823975,48.95220566
404.6510925,419.636322,49.06406021
405.6764221,420.6339417,49.23593903
406.7006531,421.7449341,49.36143494
407.7261353,422.7114868,49.4978447
408.7515564,423.6580505,49.70791626
409.7756043,424.8409729,49.77612305
410.8013001,425.8019409,49.96709824
411.8258667,426.8128662,50.01893234
412.8510132,427.8988342,50.16352844
413.8763123,428.8345642,50.38724136
414.9005737,429.9834595,50.46363068
415.9257813,431.1130066,50.6164093
416.9511719,431.9059448,50.76646042
417.9756775,432.9971314,50.87013245
419.0010681,433.8850708,50.96562195
420.0267639,435.0587158,51.19206238
421.0507813,435.9451904,51.33392715
422.0758362,437.1291504,51.45942688
423.1012573,438.0518494,51.56582642
424.1267395,439.2456665,51.72133255
425.1508179,440.1620789,51.89048386
426.1762695,441.1459961,51.97232819
427.2005615,442.2155457,52.2178688
428.2266846,443.2544556,52.29698563
429.2513123,443.9843445,52.46613312
430.2765198,445.2532349,52.5834465
431.3005676,446.3588257,52.74168396
432.3266602,447.273346,52.89173508
433.3507996,448.2479248,52.99813461
434.3758545,449.2990723,53.17819595
435.401001,450.4410706,53.27914047
436.4261475,451.4737854,53.41282272
437.4514771,452.492096,53.57105637
438.475708,453.5110169,53.73474884
439.5010376,454.4274292,53.90390015
440.5263977,455.5123596,54.01029968
441.5506897,456.4376221,54.15762329
442.5765381,457.4881287,54.31312943
443.600769,458.7277527,54.41680145
444.6264038,459.6371155,54.59413528
445.6507874,460.5342102,54.75236893
446.6763611,461.6424255,54.82876205
447.7016602,462.5389099,55.00609207
448.7262878,463.4679565,55.12340546
449.751648,464.8371887,55.30073929
450.7765808,465.6983948,55.43714905
451.8005676,466.8386536,55.5708313
452.825592,467.9543152,55.7154274
453.8511353,468.9295654,55.84910965
454.876648,469.7513733,56.04008484
455.9008484,470.8717651,56.16558075
456.9263001,471.8424377,56.23106003
457.9516602,472.981781,56.38929367
458.9756165,474.0925293,56.58026886
460.0010681,474.9272156,56.6893959
461.0262451,476.0300903,56.85036087
462.0513916,477.1614075,57.01132584
463.0766602,478.050293,57.1477356
464.1011047,479.0068054,57.2923317
465.1263428,480.1204834,57.41237259
466.1508484,481.2945557,57.55423737
467.1756592,482.2379456,57.70156097
468.201416,483.3422546,57.84888458
469.2259216,484.2677612,57.99348068
470.2512512,485.1975403,58.14080429
471.2755737,486.3483887,58.26084518
472.3010559,487.1986389,58.40270996
473.326416,488.4006653,58.57185745
474.3506775,489.3497925,58.69189835
475.3758545,490.2846985,58.83103943
476.4011536,491.32901,59.04929352
477.4255676,492.5074463,59.13386917
478.4507752,493.3719788,59.25663757
479.4758911,494.5126343,59.40396118
480.5014954,495.4888916,59.58675003
481.5259399,496.4536438,59.76954269
482.5508423,497.5757752,59.88412476
483.5756531,498.7595825,60.02326584
484.601532,499.6910095,60.16785812
485.625946,500.6944885,60.28789902
486.6517334,501.5495911,60.48160172
487.676239,502.6469421,60.57709122
488.7008972,503.6707153,60.71895599
489.7265015,504.8100281,60.91811752
490.7510986,505.7388916,61.0108757
491.7756653,506.8385925,61.1336441
492.8016968,507.8428345,61.29188156
493.8260498,508.9076233,61.4228363
494.8511963,509.8881531,61.5919838
495.8762512,510.9311829,61.73112106
496.9016419,511.8483887,61.84843445
497.9259644,512.9119263,62.00939941
498.9511108,514.0444946,62.11307144
499.9756775,514.9157105,62.30131531
501.0012512,515.9672852,62.42408752
502.0266113,517.0241699,62.56867981
503.0506287,518.0741577,62.68599319
504.0758057,518.9912109,62.83877182
505.1009216,520.1485596,63.02702332
506.1263123,521.3024902,63.15251923
507.1516113,522.2114258,63.28892517
508.1767273,523.0483398,63.44443512
509.2009583,524.2113037,63.59175873
510.2262878,525.3071289,63.77182007
511.2516174,526.1322632,63.85639191
512.2758179,527.2844238,63.99552917
513.3014526,528.2872315,64.17286682
514.3256836,529.3135986,64.31200409
515.3510132,530.3571167,64.42113495
516.3763428,531.4371338,64.61210632
517.4006958,532.3862915,64.73487854
518.4265747,533.40802,64.84673309
519.4508667,534.536499,65.00769806
520.4762573,535.4866943,65.19866943
521.501648,536.4284668,65.31053162
522.5257568,537.5028687,65.47148895
523.5509644,538.4781494,65.58607483
524.5755615,539.6495972,65.75249481
525.6013794,540.5335693,65.89709473
526.6257324,541.5490112,66.0144043
527.6513672,542.6097412,66.19174194
528.6760254,543.7342529,66.36088562
529.701355,544.5988159,66.49729919
530.7255859,545.7226563,66.61460876
531.7511597,546.6907349,66.7210083
532.7766724,547.7527466,66.87106323
533.8011475,548.7012329,67.02929688
534.8265991,549.8774414,67.15206909
535.850647,550.7667847,67.27483368
536.8757324,551.7827759,67.45489502
537.9011231,552.836731,67.63223267
538.9265137,553.9524536,67.74408722
539.9507446,555.0238648,67.90232086
540.9761963,555.9629517,68.06874084
542.0006714,557.1074829,68.18605804
543.0258179,558.0823364,68.34156799
544.0511475,559.0787964,68.4670639
545.0765381,560.2723389,68.64712524
546.1008911,561.020813,68.78353119
547.1262817,562.1499023,68.95541382
548.1508179,563.1260376,69.09727478
549.1761475,564.1626587,69.21459198
550.2015381,565.3144531,69.34281921
551.2255859,566.1997681,69.49014282
552.2509155,567.2890625,69.62382507
553.2758789,568.2844849,69.79296875
554.3011475,569.196228,69.92392731
555.3265991,570.3361816,70.08216095
556.350769,571.4530029,70.21857452
557.3760986,572.1880493,70.39863586
